57;Jijel- Achouat;5.883333333333333;36.8
58;Jijel-Port;5.883333333333333;36.81666666666667
60;Skikda;6.9;36.88333333333333
61;Annaba;7.816666666666666;36.833333333333336
62;El-Kala;8.45;36.9
63;Alger-Port;3.1;36.766666666666666
68;Dellys;3.95;36.916666666666664
70;Dar-El-Beida;3.216666666666667;36.68333333333333
71;Tizi-Ouzou;4.05;36.7
11861;Bejaia-Port;5.1;36.75
73;Bejaia-Aeroport;5.066666666666666;36.71666666666667
74;Guelma;7.466666666666667;36.46666666666667
10394;Bouchegouf;7.716666666666667;36.5
75;Tenes;1.3333333333333333;36.5
11862;Ain-Bessam;3.533333333333333;36.31666666666667
76;Bouira;3.8833333333333333;36.38333333333333
77;Constantine;6.616666666666667;36.28333333333333
78;Oum El Bouaghi;7.116666666666666;35.86666666666667
79;Souk Ahras;7.966666666666667;36.28333333333333
80;Chlef;1.3333333333333333;36.21666666666667
81;Miliana;2.2333333333333334;36.3
82;Medea;2.7333333333333334;36.28333333333333
83;Bordj-Bou-Arreridj;4.766666666666667;36.06666666666667
84;Setif;5.25;36.18333333333333
85;Arzew;-0.26666666666666666;35.81666666666667
87;Mostaganem;0.11666666666666667;35.88333333333333
89;Oran-Port;-0.65;35.7
90;M'Sila;4.5;35.666666666666664
91;Batna;6.316666666666666;35.75
92;Barika;5.333333333333333;35.333333333333336
93;Tebessa;8.116666666666667;35.416666666666664
94;Khenchella;7.083333333333333;35.46666666666667
96;Oran-Tafaraoui;-0.5166666666666667;35.483333333333334
99;Oran-Senia;-0.6;35.63333333333333
101;Mascara-Matemore;0.3;35.6
102;Mascara-Ghriss;0.15;35.21666666666667
103;Tiaret;1.4666666666666668;35.35
104;Ksar Chellala;2.3166666666666664;35.166666666666664
105;Bou-Saada;4.2;35.333333333333336
106;Ghazaouet;-1.8666666666666667;35.1
107;Beni-Saf;-1.35;35.3
108;Sidi-Bel-Abbes;-0.6166666666666667;35.2
109;Maghnia;-1.7833333333333332;34.81666666666667
110;Biskra;5.733333333333333;34.8
111;Tlemcen-Zenata;-1.4666666666666668;35.016666666666666
113;Djelfa;3.25;34.68333333333333
114;Saida;0.15;34.86666666666667
115;El-Kheiter;0.06666666666666667;34.15
116;Laghouat;2.9333333333333336;33.766666666666666
117;Mecheria;-0.2833333333333333;33.583333333333336
118;El-Bayadh;1.0;33.666666666666664
119;Touggourt;6.133333333333334;33.11666666666667
120;Naama;-0.3;33.266666666666666
121;El-Oued;6.783333333333333;33.5
122;Ain-Sefra;-0.6;32.766666666666666
11863;Hassir'Mel;3.283333333333333;32.93333333333333
123;Ghardaia;3.8;32.4
124;Bechar;-2.25;31.5
125;Ouargla;5.4;31.933333333333334
126;Hassi-Messaoud;6.15;31.666666666666668
127;El-Golea;2.8666666666666667;30.566666666666666
128;Beni-Abbes;-2.1666666666666665;30.133333333333333
13405;Rhourd Nouss;6.7;29.716666666666665
129;Timimoun;0.2833333333333333;29.25
130;In-Amenas;9.633333333333333;28.05
131;Adrar;-0.18333333333333332;27.883333333333333
132;In-Salah;2.5;27.233333333333334
133;Illizi;8.416666666666666;26.5
134;Tindouf;-8.166666666666666;27.7
135;Djanet;9.466666666666667;24.266666666666666
136;Tamanrasset;5.433333333333334;22.8
137;Bordj-Badj-Mokhtar;0.95;21.333333333333332
138;In-Guezzam;5.766666666666667;19.566666666666666
737;Cabinda;12.183333333333334;-5.55
738;Noqui;13.433333333333334;-5.866666666666667
739;Nbanza-Kongo;14.25;-6.266666666666667
740;Maquela Do Zombo;15.116666666666667;-6.033333333333333
741;N'Zeto (Ambrizete);12.866666666666667;-7.233333333333333
742;Toto;14.266666666666667;-7.166666666666667
743;Carmona;15.0;-7.583333333333333
744;Negage;15.366666666666667;-7.683333333333334
745;Dundo;20.816666666666666;-7.4
746;Luanda;13.233333333333333;-8.85
747;N'Dalatando;14.916666666666666;-9.283333333333333
748;Camaxilo;18.933333333333334;-8.366666666666667
749;Sumbe;13.85;-11.2
750;Malange;16.366666666666667;-9.55
751;Mbanza Congo;14.25;-6.266666666666667
752;Saurimo (Henrique De Carvalho);20.4;-9.65
753;Porto Amboim;13.75;-10.7
754;Sumbe;13.85;-11.2
755;Waku Kungu (Cela);15.116666666666667;-11.416666666666666
756;Luena (Luso);19.916666666666668;-11.783333333333333
757;Cazombo;22.9;-11.866666666666667
758;Lobito;13.533333333333333;-12.366666666666667
759;Monbaca (Benguela);13.416666666666666;-12.583333333333334
760;Huambo (Nova Lisboa);15.75;-12.8
761;Bie (Silva Porto);16.95;-12.383333333333333
762;Lubango (Sa Da Bandeira);13.566666666666666;-14.933333333333334
763;Menongue (Serpa Pinto);17.683333333333334;-14.65
764;Mocamedes;12.15;-15.2
765;Mavinga;20.35;-15.833333333333334
766;Baia Dos Tigres;11.716666666666667;-16.6
767;Pereira De Eca;15.733333333333333;-17.083333333333332
768;Rocadas;15.0;-16.716666666666665
674;Kandi;2.9333333333333336;11.133333333333333
675;Natitingou;1.3833333333333333;10.316666666666666
676;Parakou;2.6166666666666667;9.35
677;Save;2.466666666666667;8.033333333333333
678;Bohicon;2.066666666666667;7.166666666666667
679;Cotonou;2.3833333333333333;6.35
1042;Ghanzi;21.65;-21.7
1043;Shakawe;21.85;-18.366666666666667
1044;Kasane;25.15;-17.816666666666666
10909;Pandamatenga;25.633333333333333;-18.533333333333335
1045;Moremi;23.416666666666668;-19.333333333333332
1046;Maun;23.416666666666668;-19.983333333333334
1047;Gweta;25.083333333333332;-20.25
1048;Sua-Pan;26.217499999999998;-20.559166666666666
